object_type,altitude_km,inclination_deg,eccentricity,mass_kg,area_m2,drag_coeff,mean_motion,solar_activity,decay_time_days
Debris,431.38,34.94,0.0014,711.52,4.924,1.82,15.581,Medium,4000.0
Debris,702.43,43.84,0.0168,503.77,14.579,2.37,13.289,Medium,1951.2
Active,931.49,94.62,0.0488,1389.65,14.958,1.94,14.214,High,4000.0
Debris,1158.12,36.98,0.0437,1539.2,7.955,2.21,11.515,Medium,4000.0
Active,420.45,25.31,0.0165,490.33,4.216,2.13,15.522,Medium,3749.8
Debris,1086.18,23.86,0.0294,99.85,10.43,2.09,13.843,Medium,1080.3
Active,1134.3,44.86,0.0424,1697.66,18.429,2.42,14.902,Medium,4000.0
Active,1116.42,74.43,0.0221,20.91,12.796,2.11,14.972,Medium,189.3
Debris,835.41,20.19,0.001,1874.29,3.467,1.85,12.282,Low,4000.0
Debris,829.82,69.51,0.0038,1255.61,13.658,2.46,13.646,High,4000.0
Active,603.21,2.07,0.0256,644.37,8.55,2.44,15.802,Medium,3391.2
Debris,952.4,41.06,0.0485,493.71,11.835,2.28,11.448,Medium,3637.5
Debris,731.29,76.03,0.0347,19.0,14.684,2.13,14.415,High,128.5
Debris,877.44,33.2,0.0036,471.71,10.304,1.87,15.811,High,4000.0
Debris,628.46,55.25,0.0095,276.32,16.282,2.35,12.503,High,1254.5
Debris,931.5,20.09,0.0386,1224.72,14.446,1.85,15.307,High,4000.0
Debris,1024.47,72.72,0.0421,333.92,12.305,1.85,15.668,Low,2404.7
Debris,346.44,5.12,0.0309,1057.73,3.024,2.18,14.735,Medium,4000.0
Debris,1032.93,83.55,0.0323,1180.64,16.721,1.91,12.157,Medium,4000.0
Active,740.3,19.42,0.0015,596.79,18.719,1.81,12.67,Low,1892.9
Debris,1044.67,85.69,0.0414,71.09,2.748,2.1,11.179,High,4000.0
Active,631.3,34.55,0.0394,75.47,9.77,1.9,15.157,Medium,473.6
Debris,579.04,70.82,0.013,53.67,5.185,1.91,15.248,Medium,564.2
Debris,1115.06,31.28,0.0355,1478.51,15.093,1.85,14.164,High,4000.0
Debris,451.17,88.78,0.0108,636.7,14.435,1.94,12.763,Low,1283.5
Debris,1044.21,12.41,0.0021,1592.8,2.826,2.3,11.384,Medium,4000.0
Debris,684.02,17.49,0.0101,864.03,17.542,2.37,14.765,Medium,2686.9
Debris,714.1,48.32,0.009,906.54,3.628,2.12,14.633,Low,4000.0
Debris,508.47,8.03,0.017,1026.25,15.947,2.15,15.563,Low,1973.8
Debris,773.04,19.21,0.021,1426.35,9.145,1.82,14.653,High,4000.0
Debris,525.21,92.49,0.0255,547.73,6.572,1.85,15.143,Medium,4000.0
Debris,239.27,95.7,0.0239,244.05,3.173,1.98,14.73,High,1922.9
Debris,472.0,36.87,0.0136,1112.56,3.361,2.18,14.153,Medium,4000.0
Active,206.38,90.48,0.0016,654.63,13.241,2.32,13.135,Low,435.2
Debris,1178.35,53.39,0.0303,885.54,11.013,2.22,15.511,Low,4000.0
Debris,1165.75,26.43,0.0198,1294.25,2.45,2.07,14.255,Low,4000.0
Active,595.16,68.84,0.015,988.76,2.263,1.88,12.992,High,4000.0
Debris,928.37,64.57,0.0434,1240.94,1.455,2.35,11.417,Low,4000.0
Debris,545.81,96.93,0.0374,1088.86,14.878,2.05,12.454,High,4000.0
Active,871.09,25.97,0.0429,1479.85,14.241,2.32,13.719,High,4000.0
Debris,1005.43,65.86,0.0248,1412.17,1.178,2.16,12.378,High,4000.0
Debris,1146.76,5.1,0.0066,1068.85,11.21,2.32,12.106,Medium,4000.0
Debris,600.21,11.14,0.0348,1358.13,1.703,2.44,13.637,High,4000.0
Debris,983.3,0.38,0.0104,1747.25,18.076,2.44,11.849,Low,4000.0
Debris,465.93,97.95,0.0221,865.11,18.143,2.17,15.002,Low,1293.4
Debris,1190.33,78.62,0.0033,826.11,13.968,2.16,13.422,Low,4000.0
Debris,225.77,77.1,0.0413,1528.73,18.525,1.99,13.869,High,1903.5
Debris,803.53,49.95,0.0064,1165.53,16.231,2.46,11.737,Low,3489.6
Active,859.51,29.41,0.0452,142.94,16.572,2.12,12.623,Medium,707.8
Active,888.05,14.82,0.0432,1784.33,11.398,1.89,13.05,Low,4000.0
Debris,320.39,27.9,0.0233,62.54,6.128,2.1,15.041,Low,175.8
Debris,1138.53,36.85,0.0372,1497.04,4.364,1.89,14.851,Low,4000.0
Debris,381.18,74.12,0.031,1517.83,6.551,2.15,12.115,High,4000.0
Debris,822.75,52.89,0.0402,1906.27,12.574,2.19,14.081,Medium,4000.0
Debris,422.68,7.59,0.0216,109.21,3.461,2.04,12.217,High,1604.4
Debris,507.22,1.77,0.0393,1194.12,5.18,1.85,15.941,Medium,4000.0
Active,746.46,10.03,0.0232,856.25,9.367,2.46,15.761,High,4000.0
Debris,617.19,40.23,0.0471,661.94,4.669,2.34,13.816,Medium,4000.0
Debris,360.23,91.45,0.0244,181.55,11.777,2.39,14.495,Medium,362.3
Debris,370.94,62.47,0.0232,1125.75,18.464,2.06,15.007,Medium,1727.1
Debris,618.14,78.58,0.0393,958.6,14.964,2.33,14.605,Medium,3116.1
Active,957.28,45.7,0.0411,210.0,13.332,2.14,14.499,High,2209.6
Active,1097.96,35.44,0.0278,1225.37,11.659,1.94,15.793,Medium,4000.0
Active,284.13,10.62,0.0091,1476.17,9.764,1.89,13.982,High,4000.0
Debris,593.1,85.84,0.0234,1534.79,3.739,2.04,14.182,Medium,4000.0
Debris,300.25,76.75,0.0484,1810.84,17.895,1.9,15.246,Low,1770.7
Debris,216.59,16.48,0.0377,819.53,4.978,2.5,14.349,Medium,1909.3
Debris,861.72,50.2,0.0406,1906.19,1.835,1.83,14.665,Low,4000.0
Debris,802.45,47.76,0.0017,1730.99,15.003,2.11,12.171,Medium,4000.0
Active,363.02,61.26,0.0234,593.71,3.521,2.12,12.856,Medium,4000.0
Debris,433.81,92.73,0.0324,319.41,7.444,2.01,11.737,High,2290.3
Debris,223.71,56.82,0.0415,871.34,0.575,2.2,13.529,Low,4000.0
Debris,1034.95,52.94,0.0026,804.4,2.75,1.9,13.279,Low,4000.0
Debris,1174.69,4.93,0.0426,1151.86,3.472,2.35,15.986,Low,4000.0
Debris,335.46,6.16,0.0275,1167.19,1.098,2.03,14.056,Low,4000.0
Active,431.48,18.36,0.0099,1500.22,13.137,2.21,14.932,High,4000.0
Active,1068.41,3.18,0.0159,1020.27,16.742,2.3,12.67,High,4000.0
Active,1126.46,72.85,0.0142,210.54,7.473,2.42,15.158,Medium,2878.9
Debris,619.63,70.89,0.0266,1716.72,17.493,2.39,14.075,High,4000.0
Debris,250.62,13.33,0.0027,620.22,4.275,2.23,14.485,Low,1710.2
Debris,239.39,81.94,0.008,1942.62,6.515,2.07,12.472,Low,3567.6
Debris,773.95,15.17,0.0407,236.6,3.023,2.15,13.743,Low,4000.0
Active,592.9,29.52,0.0067,1916.54,12.415,2.34,14.17,High,4000.0
Debris,228.65,24.4,0.0117,182.93,8.403,2.41,13.945,Medium,281.0
Debris,783.25,36.49,0.0227,462.84,12.27,1.87,15.576,Medium,3110.2
Debris,211.3,24.96,0.0259,94.11,15.236,2.07,15.491,Low,62.8
Debris,987.37,47.92,0.0382,1410.52,10.919,2.34,15.855,Low,4000.0
Active,506.43,39.93,0.0224,1700.75,12.556,2.1,14.337,High,4000.0
Debris,240.26,96.68,0.0395,868.71,18.706,2.03,15.86,Low,569.3
Debris,788.35,5.48,0.031,1857.12,5.988,2.09,15.162,Medium,4000.0
Debris,597.68,13.93,0.0057,1181.01,7.19,2.22,12.354,Low,4000.0
Debris,1173.8,5.18,0.0079,1260.38,14.357,2.5,13.137,Low,4000.0
Active,744.2,61.33,0.0219,1690.99,12.23,2.15,12.192,Medium,4000.0
Active,475.24,5.34,0.0199,594.3,3.579,1.95,11.021,Low,4000.0
Active,909.44,81.97,0.0372,709.18,7.529,1.91,11.94,Medium,4000.0
Active,471.49,50.17,0.0291,1812.0,9.362,1.83,11.02,Medium,4000.0
Debris,1104.24,51.65,0.0195,1802.03,8.394,2.19,14.599,Medium,4000.0
Debris,574.72,55.04,0.0086,1952.99,3.574,2.18,13.128,Medium,4000.0
Debris,749.87,16.74,0.0114,1803.77,18.489,1.94,12.563,Medium,4000.0
Debris,250.57,19.37,0.0288,255.62,15.249,2.29,14.809,Low,192.4
Active,626.12,31.24,0.0212,1647.62,9.632,2.32,15.162,Medium,4000.0
Debris,1032.36,58.16,0.0258,820.27,13.604,1.98,15.876,Medium,4000.0
Active,1005.65,20.59,0.0086,1981.61,17.947,2.04,14.21,Low,4000.0
Debris,424.32,11.4,0.0332,945.09,2.732,2.49,13.308,High,4000.0
Debris,426.08,95.07,0.0426,1108.12,5.015,2.06,12.526,Medium,4000.0
Debris,1017.31,2.15,0.013,1060.02,10.859,2.33,12.112,High,4000.0
Active,1130.4,78.66,0.0246,644.15,15.982,2.12,12.065,High,4000.0
Debris,295.36,77.23,0.0488,150.97,0.735,2.36,13.046,Medium,3776.7
Debris,650.06,29.13,0.0167,1791.41,19.681,2.34,15.959,Medium,4000.0
Debris,537.45,13.29,0.0298,1605.55,9.104,2.27,11.004,Medium,4000.0
Debris,1070.69,14.27,0.0046,279.91,7.191,2.4,11.986,Medium,3754.5
Debris,283.52,68.35,0.0303,1553.76,5.862,2.46,11.942,High,4000.0
Active,411.13,63.0,0.0046,1252.07,3.495,2.21,14.586,Medium,4000.0
Debris,952.47,76.71,0.048,818.88,15.834,1.97,12.762,Low,3914.7
Debris,251.29,91.87,0.0358,508.79,19.109,2.08,13.286,Medium,450.2
Debris,692.54,67.81,0.0394,1719.6,8.279,2.33,11.743,High,4000.0
Debris,642.11,15.27,0.0352,1400.68,19.049,2.26,13.025,Medium,3874.5
Active,534.4,23.86,0.0295,1095.93,16.478,1.92,11.516,Medium,3249.2
Debris,594.57,82.53,0.0226,1219.53,9.626,1.84,13.665,Medium,4000.0
Debris,729.94,20.51,0.0429,183.04,13.484,2.28,11.49,Low,628.2
Debris,361.37,7.11,0.0478,948.37,8.705,1.98,14.953,Low,2327.6
Active,772.0,68.92,0.025,388.21,11.179,2.15,13.833,Medium,2444.0
Active,1005.43,39.45,0.0466,417.56,1.17,2.32,14.62,Medium,4000.0
Debris,960.16,90.16,0.0292,1322.95,13.928,2.19,13.093,Medium,4000.0
Debris,353.9,63.72,0.027,1822.6,1.066,1.86,12.907,Medium,4000.0
Debris,349.25,8.86,0.0228,808.11,16.344,1.93,11.491,Medium,1382.3
Active,468.17,92.89,0.0105,416.29,16.501,1.95,13.619,Low,766.3
Debris,561.07,25.34,0.0003,1297.85,4.749,1.98,13.573,Low,4000.0
Debris,608.46,33.05,0.0122,1742.5,6.48,2.2,13.341,Low,4000.0
Debris,879.7,39.42,0.0255,1496.89,9.631,2.15,14.703,Medium,4000.0
Debris,256.68,5.02,0.0191,1737.65,11.937,1.94,15.163,Low,2034.7
Debris,234.67,48.66,0.0225,1073.57,5.754,1.85,14.754,Medium,3245.3
Active,591.91,12.09,0.049,1504.0,11.854,1.92,11.719,Low,4000.0
Debris,897.16,39.3,0.0176,280.99,5.963,2.49,14.11,Medium,3481.2
Debris,393.44,34.37,0.0227,697.2,1.119,2.13,11.402,Low,4000.0
Debris,841.5,75.74,0.0068,779.71,0.061,2.41,14.473,Medium,4000.0
Active,459.83,78.71,0.0025,1023.08,2.032,2.39,12.909,Medium,4000.0
Debris,1086.09,15.03,0.0388,1858.22,15.847,2.16,11.662,Low,4000.0
Active,1095.69,35.92,0.0286,1748.72,19.229,2.29,15.31,High,4000.0
Debris,497.29,36.59,0.0381,269.92,8.545,1.93,14.07,Low,1048.5
Debris,429.99,14.84,0.0076,346.41,10.259,2.28,12.774,Medium,1047.2
Debris,611.3,78.25,0.0286,715.92,2.945,1.99,11.154,High,4000.0
Debris,440.53,69.31,0.0128,582.2,11.025,2.38,13.687,Medium,1619.0
Debris,872.38,18.66,0.0115,1229.93,2.902,1.86,15.616,High,4000.0
Active,1026.06,35.94,0.0007,1805.65,12.228,2.34,13.982,Low,4000.0
Debris,873.09,10.37,0.0066,1924.62,18.666,1.87,15.858,Medium,4000.0
Debris,1024.35,61.56,0.0155,1307.55,3.922,2.42,11.682,Medium,4000.0
Debris,596.99,11.89,0.0059,1676.48,15.294,2.01,13.842,Low,4000.0
Active,356.32,96.62,0.0493,1050.88,0.48,2.26,14.991,Medium,4000.0
Active,937.95,76.51,0.0155,417.45,7.516,2.14,13.628,Low,3793.7
Debris,560.47,38.24,0.0066,1049.85,2.224,2.06,11.455,Medium,4000.0
Active,871.27,56.7,0.01,1110.61,7.056,2.25,13.914,High,4000.0
Debris,470.64,89.31,0.0294,1485.17,3.479,2.46,14.059,Low,4000.0
Debris,281.23,54.3,0.0033,440.55,7.472,1.83,14.644,Low,983.8
Active,1192.58,17.1,0.0431,737.25,8.356,2.44,14.806,Medium,4000.0
Active,356.2,37.11,0.0481,728.69,6.019,2.23,14.854,Medium,3005.3
Debris,1188.42,82.63,0.0124,1918.92,13.136,2.37,14.317,Medium,4000.0
Debris,1177.28,63.13,0.0226,888.45,18.378,2.07,12.079,Medium,4000.0
Debris,993.82,63.77,0.0012,1510.43,8.018,2.13,13.021,Low,4000.0
Active,859.42,84.95,0.0321,1501.87,3.855,2.41,14.881,Medium,4000.0
Debris,777.81,87.61,0.0208,531.82,5.422,2.09,15.767,High,4000.0
Debris,1066.1,90.14,0.0136,1144.17,17.081,2.17,11.395,Medium,4000.0
Debris,489.44,9.3,0.0104,1788.71,11.437,1.81,13.678,Medium,4000.0
Debris,667.68,53.32,0.0327,950.92,9.106,1.91,12.563,Low,4000.0
Debris,819.39,72.57,0.0209,1890.29,3.001,2.25,12.127,Low,4000.0
Active,611.19,74.18,0.0091,429.7,9.0,2.3,13.529,Low,1738.8
Debris,627.49,59.46,0.0345,149.24,5.577,2.21,14.03,Medium,1399.4
Debris,530.28,16.35,0.0283,1783.02,18.864,1.9,11.049,High,4000.0
Debris,764.23,78.15,0.0429,1695.51,17.683,2.11,14.901,Medium,4000.0
Active,1050.57,70.57,0.006,1985.19,1.687,2.05,15.099,Low,4000.0
Debris,401.53,8.44,0.0393,1359.11,10.338,2.15,15.828,Low,2966.5
Debris,1134.43,45.45,0.0337,1873.44,4.509,2.41,11.903,Low,4000.0
Active,889.09,17.05,0.0058,1654.07,8.221,2.34,13.973,Medium,4000.0
Active,1023.27,33.07,0.0348,1689.01,17.538,1.86,13.133,Medium,4000.0
Active,756.19,1.77,0.0221,1138.71,10.555,2.42,12.674,Low,4000.0
Active,979.52,39.23,0.0473,765.35,6.691,2.13,13.828,Medium,4000.0
Debris,216.2,53.89,0.0072,1869.18,4.166,2.32,14.912,Low,4000.0
Active,1018.38,60.72,0.0322,864.8,16.008,1.9,11.115,Low,4000.0
Debris,240.14,65.02,0.0192,1078.1,12.494,2.27,15.847,Low,945.3
Active,1089.91,81.96,0.0478,892.78,9.367,1.97,15.049,Low,4000.0
Active,1191.96,21.12,0.0166,1130.07,4.358,2.11,14.756,Low,4000.0
Active,494.07,11.81,0.0481,941.54,6.692,1.81,14.802,Low,4000.0
Debris,410.32,83.45,0.0451,96.89,19.197,1.91,12.945,Medium,175.8
Debris,965.36,15.35,0.0136,1764.21,10.407,1.86,14.758,Medium,4000.0
Debris,453.03,95.53,0.0402,889.34,8.02,1.97,12.934,Medium,4000.0
Active,1065.56,82.57,0.0498,1178.3,10.433,1.87,15.494,High,4000.0
Active,302.84,49.09,0.0127,279.24,15.582,2.28,11.886,Low,264.3
Debris,325.96,96.18,0.0219,7.77,6.809,1.82,12.462,High,46.4
Debris,1179.15,9.54,0.0261,491.33,3.582,2.23,13.757,Low,4000.0
Debris,873.84,29.7,0.0148,1409.47,11.703,1.9,12.596,Medium,4000.0
Active,1046.89,62.55,0.0009,199.29,13.307,2.46,13.121,Medium,1368.7
Active,524.33,34.3,0.0111,1817.87,14.257,2.45,13.462,Low,3571.8
Debris,876.48,90.98,0.0142,430.83,17.641,1.96,15.282,High,3335.4
Debris,794.24,6.43,0.0222,409.98,7.43,2.23,13.616,Low,2913.6
Active,803.15,53.84,0.0086,363.83,1.516,1.82,12.812,Low,4000.0
Active,882.53,57.9,0.0437,28.95,19.167,2.45,12.239,Low,83.3
Debris,775.36,63.97,0.0353,1543.84,8.706,2.17,13.043,Low,4000.0
Debris,629.06,25.06,0.0044,1750.19,12.469,1.83,13.579,Low,4000.0
Debris,475.92,35.73,0.0325,1228.71,13.329,2.04,14.731,Low,2734.3
Debris,968.58,82.68,0.0327,377.21,10.935,1.85,11.605,Low,2841.8
Debris,426.27,19.1,0.0478,571.27,4.113,2.08,12.108,High,4000.0
Debris,892.35,81.03,0.0003,952.38,15.105,2.27,12.898,Low,3805.3
Active,433.33,55.14,0.0125,1908.74,16.077,2.13,12.802,Low,2985.8
Debris,825.33,74.69,0.0464,495.46,11.064,2.07,12.959,Medium,3570.3
Active,947.08,69.93,0.0466,1463.56,9.776,1.88,14.968,High,4000.0
Debris,418.71,20.34,0.0361,879.46,2.288,1.97,12.621,Low,4000.0
Debris,259.94,55.74,0.0383,596.4,1.688,1.87,13.509,Low,4000.0
Debris,330.97,85.04,0.0047,912.38,6.798,2.37,14.12,High,4000.0
Debris,806.0,42.35,0.0257,143.34,6.224,1.89,12.161,Low,1462.5
Active,1049.45,94.73,0.0117,1597.58,19.074,2.22,14.593,Medium,4000.0
Active,245.0,44.32,0.0091,487.36,15.675,2.04,13.736,Low,389.0
Debris,934.15,13.99,0.0405,1451.1,13.202,1.96,13.234,High,4000.0
Debris,541.32,38.16,0.0068,137.63,10.358,2.25,15.049,High,844.9
Active,678.53,93.27,0.0235,1910.24,3.356,2.12,12.217,High,4000.0
Debris,1128.86,31.33,0.0469,386.84,19.569,2.08,15.416,Low,1767.5
Debris,531.97,85.07,0.0094,1765.6,7.507,2.21,13.805,Medium,4000.0
Active,665.34,86.36,0.0489,1619.14,2.147,2.14,14.046,Low,4000.0
Debris,213.68,34.32,0.0497,1935.75,9.881,2.01,15.375,High,4000.0
Debris,281.6,8.16,0.0278,956.3,17.481,2.19,15.088,High,1528.2
Debris,458.59,71.01,0.0086,1455.07,17.747,2.27,14.008,Medium,2776.9
Active,227.85,30.53,0.0159,742.05,0.229,1.82,14.766,Medium,4000.0
Debris,831.38,76.73,0.0213,369.55,17.727,2.13,13.167,Low,1223.0
Debris,626.4,43.38,0.0155,886.71,5.437,1.84,13.737,Medium,4000.0
Active,748.15,47.56,0.0141,332.33,0.789,1.93,11.31,Medium,4000.0
Debris,374.65,76.24,0.0486,1964.11,16.957,2.19,11.449,Low,2344.9
Active,495.93,37.47,0.0078,193.4,17.279,2.41,15.147,Low,296.5
Debris,863.82,43.43,0.0367,1178.83,11.929,2.42,11.298,Low,4000.0
Active,1165.3,36.87,0.0001,1253.3,11.493,1.85,11.847,High,4000.0
Debris,250.42,36.0,0.0298,1076.62,16.264,2.09,14.979,High,1663.5
Debris,1090.38,51.54,0.0458,1324.71,15.728,2.21,11.006,High,4000.0
Debris,776.88,79.26,0.0145,233.25,17.803,1.9,12.412,Medium,1052.0
Debris,763.92,35.45,0.0094,1110.48,11.059,2.34,13.92,Medium,4000.0
Active,700.28,51.38,0.0326,575.14,19.353,2.32,13.977,Low,1280.6
Active,269.39,65.73,0.0357,1880.41,19.923,2.43,14.886,High,2243.1
Debris,289.88,26.41,0.0344,1524.38,2.34,1.81,13.53,Medium,4000.0
Debris,800.91,27.2,0.016,1945.06,16.992,1.95,13.547,Medium,4000.0
Active,540.96,91.47,0.0127,76.07,10.001,2.38,14.627,Medium,304.6
Active,1117.27,70.91,0.0478,570.98,7.757,2.27,13.493,High,4000.0
Debris,606.59,56.56,0.0462,391.65,12.265,2.43,14.042,Low,1090.0
Debris,343.28,63.48,0.0229,23.3,1.129,1.84,15.489,Low,443.8
Debris,914.72,2.87,0.0423,485.41,10.134,2.22,13.007,Medium,4000.0
Debris,493.35,60.57,0.0227,1357.87,17.419,2.2,12.926,High,4000.0
Debris,725.47,49.93,0.0213,462.95,4.277,1.82,11.018,Medium,4000.0
Debris,897.83,53.48,0.0079,1018.5,8.534,2.16,14.067,Medium,4000.0
Debris,1100.26,35.22,0.0214,1775.75,18.79,2.23,11.149,Low,4000.0
Active,992.19,7.98,0.0269,1387.82,8.577,1.93,13.521,Medium,4000.0
Debris,876.36,18.95,0.0012,789.86,7.174,1.99,15.021,Medium,4000.0
Debris,879.63,93.17,0.0223,745.57,8.816,2.25,13.75,Medium,4000.0
Debris,1145.92,40.05,0.0391,912.02,10.394,2.13,12.348,Low,4000.0
Debris,495.82,45.73,0.034,354.91,12.644,2.4,14.931,High,1492.8
Debris,201.11,5.17,0.0318,1268.37,16.016,2.04,12.349,Medium,1022.1
Debris,471.95,3.68,0.0455,728.94,9.048,1.99,14.665,Medium,3230.9
Debris,417.89,70.28,0.001,1704.88,16.351,2.49,14.051,Low,2139.7
Debris,861.83,52.73,0.0279,1513.35,10.679,2.44,11.85,Low,4000.0
Debris,833.71,49.85,0.0394,1221.42,6.776,1.82,15.526,High,4000.0
Debris,793.46,23.83,0.0271,729.04,13.162,2.34,12.003,Low,2783.7
Active,216.24,72.99,0.0163,420.65,14.357,1.88,15.948,Medium,450.9
Debris,928.78,16.49,0.0069,1552.53,11.165,1.82,11.037,Medium,4000.0
Active,523.53,18.61,0.0444,973.33,1.142,1.99,12.317,Medium,4000.0
Debris,865.06,45.15,0.0236,450.28,3.406,1.99,11.999,Low,4000.0
Debris,756.58,28.06,0.0439,391.15,5.713,2.37,11.07,Low,3193.5
Debris,542.73,24.25,0.0293,331.64,5.66,2.3,14.662,High,3657.1
Debris,334.58,63.23,0.0337,1554.55,13.472,2.49,14.467,Medium,2364.8
Active,294.42,63.8,0.0402,458.75,0.377,2.3,14.962,Low,4000.0
Active,1031.52,80.8,0.033,1053.76,15.116,2.09,12.283,Low,4000.0
Active,1118.4,40.94,0.02,903.64,5.314,2.29,13.222,High,4000.0
Debris,849.79,7.16,0.0257,1159.64,6.207,2.5,14.296,Low,4000.0
Debris,303.43,26.82,0.0402,1754.43,10.563,2.3,13.199,Medium,3245.4
Debris,602.03,96.04,0.0187,1735.63,4.326,2.33,14.487,Medium,4000.0
Debris,928.94,58.43,0.0195,902.7,17.691,2.46,14.17,High,4000.0
Debris,979.82,69.55,0.0049,31.72,1.717,1.88,11.573,Medium,2027.0
Debris,318.22,0.72,0.0457,853.46,8.893,2.29,14.905,Medium,2003.6
Debris,200.03,50.78,0.0046,1212.78,16.99,2.4,14.603,Low,583.2
Debris,912.14,3.68,0.0324,1115.97,12.321,2.47,14.279,High,4000.0
Active,556.6,55.78,0.0207,1303.02,5.854,1.95,11.775,Medium,4000.0
Active,454.48,90.24,0.0203,309.0,8.421,2.15,12.34,High,1945.3
Active,212.9,94.91,0.034,1293.42,14.137,2.28,12.966,Medium,1137.7
Debris,740.3,52.97,0.0034,366.12,19.465,1.97,12.4,Medium,1368.0
Debris,1051.15,44.9,0.0297,1501.3,17.864,2.22,12.139,Low,4000.0
Debris,1157.63,92.61,0.0386,678.84,6.855,1.98,15.027,Medium,4000.0
Active,765.74,66.01,0.0414,1420.08,19.964,2.03,14.191,Low,3934.6
Debris,714.46,6.36,0.0086,96.68,0.08,2.11,13.827,Low,4000.0
Debris,285.06,45.64,0.0449,816.31,0.562,2.17,12.13,Low,4000.0
Active,748.87,23.54,0.0328,1410.36,16.479,2.11,15.59,Low,4000.0
Debris,579.98,46.04,0.0441,454.51,3.997,2.15,11.956,Low,4000.0
Debris,807.14,44.64,0.0243,1590.78,1.225,2.01,14.975,Low,4000.0
Debris,588.73,57.05,0.0271,1261.93,4.751,1.91,15.833,High,4000.0
Debris,440.3,34.96,0.046,1175.54,8.528,1.83,14.635,Low,4000.0
Debris,294.97,16.1,0.045,707.74,14.614,1.94,15.964,Medium,1081.4
Debris,514.92,49.36,0.0225,965.42,12.49,2.21,14.255,Low,2344.5
Debris,296.64,81.36,0.0138,1195.1,4.76,2.35,12.087,Medium,4000.0
Debris,376.9,65.07,0.0197,945.45,10.07,1.92,12.019,Medium,2913.2
Active,1187.34,33.16,0.0194,1396.93,18.525,1.88,12.623,High,4000.0
Debris,644.1,91.68,0.0144,867.96,16.302,2.32,11.036,High,4000.0
Debris,731.87,89.4,0.0135,405.34,6.471,2.01,14.408,Medium,4000.0
Debris,1073.62,20.52,0.0431,428.65,19.645,2.47,12.343,Medium,2052.2
Active,1195.57,3.86,0.0036,12.6,14.175,2.3,15.076,Low,77.4
Debris,782.71,72.65,0.0339,602.61,1.258,2.03,12.796,Medium,4000.0
Debris,1012.47,81.11,0.0087,1498.09,0.713,2.0,13.4,Low,4000.0
Active,526.94,94.85,0.0173,1588.53,3.376,2.17,15.828,Low,4000.0
Active,505.74,87.2,0.0032,405.73,14.56,1.86,12.211,Low,981.1
Debris,602.7,58.85,0.0136,1918.13,3.683,1.88,14.606,Medium,4000.0
Active,872.51,51.95,0.0384,1005.3,10.235,1.92,14.776,Medium,4000.0
Debris,882.19,2.73,0.0443,1834.04,1.874,2.34,12.105,Medium,4000.0
Debris,515.24,24.17,0.0112,1413.82,18.419,2.16,13.505,Medium,3178.7
Debris,333.21,45.04,0.0232,1445.14,6.886,1.81,12.751,Low,4000.0
Debris,832.4,61.59,0.0236,171.0,18.164,2.27,14.86,Medium,692.1
Active,328.33,54.61,0.0437,440.76,18.898,2.1,14.112,High,829.5
Debris,778.49,72.78,0.0382,18.62,0.133,2.16,13.38,High,4000.0
Debris,893.42,27.42,0.0257,1432.54,9.288,1.95,14.897,Medium,4000.0
Active,900.61,55.37,0.0336,689.53,0.503,2.19,12.176,Medium,4000.0
Active,953.47,8.64,0.0424,1573.52,18.175,2.49,14.768,Medium,4000.0
Debris,1072.86,40.54,0.0006,678.53,10.373,1.85,15.327,Low,4000.0
Debris,699.96,73.52,0.0202,1638.85,1.508,2.0,15.393,Low,4000.0
Debris,930.25,67.95,0.0454,262.27,2.214,1.97,14.918,Low,4000.0
Active,819.17,97.08,0.037,347.57,7.676,1.97,13.04,Low,2817.5
Debris,386.64,27.23,0.0272,682.41,18.805,2.07,15.909,Medium,1079.6
Active,225.69,48.82,0.0265,817.57,13.861,2.37,12.898,High,1141.8
Debris,484.54,32.29,0.0175,698.06,17.354,2.44,14.193,Medium,1361.4
Debris,643.03,43.18,0.0261,1527.53,7.335,1.94,11.805,Medium,4000.0
Debris,817.11,83.98,0.0328,194.81,0.874,2.18,15.902,Medium,4000.0
Debris,1049.96,67.05,0.021,703.08,19.487,2.25,14.52,Low,2714.1
Debris,396.25,86.48,0.0357,1674.64,0.353,2.17,14.767,Low,4000.0
Active,325.55,19.94,0.0431,134.53,18.954,2.1,11.329,Medium,166.4
Debris,1163.48,85.59,0.0078,1884.74,7.38,1.93,14.817,Medium,4000.0
Debris,308.04,5.86,0.0226,1972.65,0.212,2.14,14.874,High,4000.0
Active,678.49,87.08,0.0205,178.05,13.786,2.08,14.359,Low,595.8
Debris,785.56,32.25,0.0344,583.25,19.611,2.36,12.46,High,2925.7
Active,741.37,30.83,0.0126,745.43,19.313,2.33,13.448,Low,1783.5
Debris,286.03,50.18,0.032,1553.01,3.227,1.89,11.552,Medium,4000.0
Debris,257.03,92.19,0.0439,1192.26,3.633,1.86,13.358,Medium,4000.0
Debris,305.48,4.68,0.021,1289.09,11.315,2.44,12.219,Low,1587.6
Debris,785.59,34.52,0.0456,1515.26,12.75,2.17,12.745,Low,4000.0
Active,744.34,83.94,0.0497,236.84,14.791,2.4,11.813,Low,722.1
Debris,433.74,38.81,0.0054,1666.59,3.629,1.84,12.15,Low,4000.0
Debris,837.77,19.52,0.0117,1411.53,19.181,2.17,11.383,Medium,4000.0
